InternalPID,Prolific_PID,Started,ScheduleNo,TrialNo,InternalTrialID,TrialNoInSchedule,BlockNo,TrialNoInBlock,StimTypeL,StimSubTypeL,StimFileNameL,StimL_O,StimL_B,StimL_G,StimTypeR,StimSubTypeR,StimFileNameR,StimR_O,StimR_B,StimR_G,rT_ms,ColourSliderL_O,ColourSliderL_B,ColourSliderL_G,ColourSliderR_O,ColourSliderR_B,ColourSliderR_G,OrangeAvg,BlueAvg,GreenAvg,Bet,FirstColour,SecondColour,ThirdColour,CorrectPrediction,Result,Payoff,
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","166","346","166","5","22","tool","left","tool7.png","0.33333","0.33333","0.33333","car","left","car28.png","0.1","0.8","0.1","2541","33.3","33.3","33.3","61.6","5.0","33.3","47.5","19.1","33.3","20","orange","green","blue","blue","incorrect","-20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","167","347","167","5","23","house","","house8.png","0.8","0.1","0.1","face","white female","08F.png","0.1","0.1","0.8","2587","33.3","33.3","33.3","83.0","8.5","8.5","58.1","20.9","20.9","20","orange","green","blue","blue","incorrect","-20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","168","348","168","5","24","face","white female","08F.png","0.1","0.1","0.8","car","left","car28.png","0.1","0.8","0.1","2820","11.0","44.5","44.5","33.3","33.3","33.3","22.1","38.9","38.9","20","blue","green","orange","blue","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","169","349","169","5","25","house","","house8.png","0.8","0.1","0.1","face","white female","08F.png","0.1","0.1","0.8","2936","33.3","33.3","33.3","69.0","15.5","15.5","51.1","24.4","24.4","20","orange","green","blue","orange","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","170","350","170","5","26","car","left","car28.png","0.1","0.8","0.1","tool","left","tool7.png","0.33333","0.33333","0.33333","2183","33.3","33.3","33.3","61.0","19.5","19.5","47.1","26.4","26.4","20","orange","green","blue","orange","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","171","351","171","5","27","house","","house8.png","0.8","0.1","0.1","car","left","car28.png","0.1","0.8","0.1","2035","33.3","33.3","33.3","46.5","46.5","7.0","39.9","39.9","20.1","20","orange","blue","green","orange","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","172","352","172","5","28","house","","house8.png","0.8","0.1","0.1","face","white female","08F.png","0.1","0.1","0.8","1698","33.3","33.3","33.3","15.0","15.0","70.0","24.1","24.1","51.6","20","green","blue","orange","green","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","173","353","173","5","29","car","left","car28.png","0.1","0.8","0.1","tool","left","tool7.png","0.33333","0.33333","0.33333","1371","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","green","blue","orange","green","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","174","354","174","5","30","face","white female","08F.png","0.1","0.1","0.8","house","","house8.png","0.8","0.1","0.1","2485","33.3","33.3","33.3","46.5","46.5","7.0","39.9","39.9","20.1","20","orange","blue","green","orange","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","175","355","175","5","31","tool","left","tool7.png","0.33333","0.33333","0.33333","face","white female","08F.png","0.1","0.1","0.8","2236","33.3","33.3","33.3","65.0","1.6","33.3","49.1","17.5","33.3","20","orange","green","blue","green","2nd correct","10",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","176","356","176","5","32","face","white female","08F.png","0.1","0.1","0.8","tool","left","tool7.png","0.33333","0.33333","0.33333","1178","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","orange","green","blue","orange","1st correct","20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","177","357","177","5","33","car","left","car28.png","0.1","0.8","0.1","tool","left","tool7.png","0.33333","0.33333","0.33333","357","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","orange","green","blue","green","2nd correct","10",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","178","358","178","5","34","face","white female","08F.png","0.1","0.1","0.8","tool","left","tool7.png","0.33333","0.33333","0.33333","306","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","orange","green","blue","green","2nd correct","10",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","179","359","179","5","35","face","white female","08F.png","0.1","0.1","0.8","tool","left","tool7.png","0.33333","0.33333","0.33333","417","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","orange","green","blue","blue","incorrect","-20",
"171","kensa488702b21000d04c311","22/04/2020 16:28:32","2","180","360","180","5","36","tool","left","tool7.png","0.33333","0.33333","0.33333","house","","house8.png","0.8","0.1","0.1","649","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","20","orange","green","blue","orange","1st correct","20",
